pos,fn,label,label_prefilter
9.8489866255,RSL20000908_T10_152502.aif,G,G
19.326061631,RSL20000908_T10_152502.aif,E,E
21.9823114465,RSL20000908_T10_152502.aif,G,G
24.5801458,RSL20000908_T10_152502.aif,E,E
26.6188361345,RSL20000908_T10_152502.aif,E,E
28.6203240905,RSL20000908_T10_152502.aif,E,E
30.3762763495,RSL20000908_T10_152502.aif,G,G
36.045006323500004,RSL20000908_T10_152502.aif,I,I
40.021376647,RSL20000908_T10_152502.aif,E,E
42.3308374135,RSL20000908_T10_152502.aif,G,G
44.884291424,RSL20000908_T10_152502.aif,E,E
46.9398711605,RSL20000908_T10_152502.aif,G,G
49.097609106,RSL20000908_T10_152502.aif,E,E
50.8461208895,RSL20000908_T10_152502.aif,G,G
54.838934123,RSL20000908_T10_152502.aif,I,I
56.721374468,RSL20000908_T10_152502.aif,I,I
59.801731397,RSL20000908_T10_152502.aif,E,E
61.8701836345,RSL20000908_T10_152502.aif,G,G
63.93119539600001,RSL20000908_T10_152502.aif,E,E
65.9020065855,RSL20000908_T10_152502.aif,G,G
68.02592383250001,RSL20000908_T10_152502.aif,E,E
69.8488403725,RSL20000908_T10_152502.aif,G,G
73.5586972885,RSL20000908_T10_152502.aif,I,I
75.522982866,RSL20000908_T10_152502.aif,I,I
79.183696898,RSL20000908_T10_152502.aif,E,E
81.1554229515,RSL20000908_T10_152502.aif,G,G
83.45316145449999,RSL20000908_T10_152502.aif,E,E
85.164470859,RSL20000908_T10_152502.aif,E,E
87.1213159615,RSL20000908_T10_152502.aif,E,E
88.86982774500001,RSL20000908_T10_152502.aif,G,G
90.78315784200001,RSL20000908_T10_152502.aif,E,E
92.516788674,RSL20000908_T10_152502.aif,G,G
96.48999030249999,RSL20000908_T10_152502.aif,I,I
98.1566568535,RSL20000908_T10_152502.aif,I,I
101.8705725645,RSL20000908_T10_152502.aif,E,E
103.7764526865,RSL20000908_T10_152502.aif,G,G
105.629131129,RSL20000908_T10_152502.aif,D,D
107.3255595825,RSL20000908_T10_152502.aif,G,G
109.081511842,RSL20000908_T10_152502.aif,D,D
110.7332974415,RSL20000908_T10_152502.aif,G,G
112.41392533,RSL20000908_T10_152502.aif,D,D
113.8796990375,RSL20000908_T10_152502.aif,G,G
115.553806064,RSL20000908_T10_152502.aif,D,D
119.735341011,RSL20000908_T10_152502.aif,D,D
124.243592154,RSL20000908_T10_152502.aif,D,D
126.19299678050001,RSL20000908_T10_152502.aif,G,G
127.82246095299999,RSL20000908_T10_152502.aif,D,D
129.0054965855,RSL20000908_T10_152502.aif,G,G
131.20787738450002,RSL20000908_T10_152502.aif,D,D
132.74061537350002,RSL20000908_T10_152502.aif,G,G
134.19150813,RSL20000908_T10_152502.aif,D,D
135.30576213450001,RSL20000908_T10_152502.aif,K,K
136.13165493399998,RSL20000908_T10_152502.aif,K,K
136.622726329,RSL20000908_T10_152502.aif,K,K
137.5899881665,RSL20000908_T10_152502.aif,D,D
138.7134999935,RSL20000908_T10_152502.aif,J,J
139.0706428255,RSL20000908_T10_152502.aif,J,J
139.4352261335,RSL20000908_T10_152502.aif,L,L
139.851892771,RSL20000908_T10_152502.aif,Q,Q
142.5155830625,RSL20000908_T10_152502.aif,D,D
146.978041621,RSL20000908_T10_152502.aif,D,D
148.33220819349998,RSL20000908_T10_152502.aif,K,K
148.614946269,RSL20000908_T10_152502.aif,J,J
148.96464862599998,RSL20000908_T10_152502.aif,K,K
149.37387478800002,RSL20000908_T10_152502.aif,J,J
150.27417234450002,RSL20000908_T10_152502.aif,D,D
151.75030696,RSL20000908_T10_152502.aif,D,D
152.873818787,RSL20000908_T10_152502.aif,K,K
153.1565568625,RSL20000908_T10_152502.aif,J,J
153.4913782675,RSL20000908_T10_152502.aif,L,L
154.50328295949998,RSL20000908_T10_152502.aif,I,I
155.463104321,RSL20000908_T10_152502.aif,D,D
156.577224452,RSL20000908_T10_152502.aif,K,K
156.8665910465,RSL20000908_T10_152502.aif,J,J
157.203308538,RSL20000908_T10_152502.aif,L,L
157.603160559,RSL20000908_T10_152502.aif,Q,Q
158.1818937475,RSL20000908_T10_152502.aif,K,K
159.13943411399998,RSL20000908_T10_152502.aif,D,D
160.1495865885,RSL20000908_T10_152502.aif,K,K
160.459998026,RSL20000908_T10_152502.aif,J,J
160.849327625,RSL20000908_T10_152502.aif,L,L
161.2754857,RSL20000908_T10_152502.aif,Q,Q
161.67338372199998,RSL20000908_T10_152502.aif,K,K
162.4573041315,RSL20000908_T10_152502.aif,L,L
165.3720149175,RSL20000908_T10_152502.aif,D,D
170.0030084385,RSL20000908_T10_152502.aif,D,D
171.1364127325,RSL20000908_T10_152502.aif,K,K
171.45734659099998,RSL20000908_T10_152502.aif,J,J
171.7993252935,RSL20000908_T10_152502.aif,L,L
172.620074179,RSL20000908_T10_152502.aif,K,K
173.6512714965,RSL20000908_T10_152502.aif,D,D
174.75086455500002,RSL20000908_T10_152502.aif,K,K
175.087582046,RSL20000908_T10_152502.aif,J,J
175.4558668025,RSL20000908_T10_152502.aif,L,L
176.2871381095,RSL20000908_T10_152502.aif,K,K
177.407776011,RSL20000908_T10_152502.aif,D,D
178.5334619815,RSL20000908_T10_152502.aif,K,K
178.8754406845,RSL20000908_T10_152502.aif,J,J
179.248986651,RSL20000908_T10_152502.aif,L,L
179.72775683449998,RSL20000908_T10_152502.aif,Q,Q
180.1539149095,RSL20000908_T10_152502.aif,K,K
181.1693285945,RSL20000908_T10_152502.aif,D,D
182.2604995765,RSL20000908_T10_152502.aif,K,K
182.5130376955,RSL20000908_T10_152502.aif,J,J
182.876061241,RSL20000908_T10_152502.aif,L,L
183.707332548,RSL20000908_T10_152502.aif,K,K
184.517559012,RSL20000908_T10_152502.aif,L,L
185.4435321135,RSL20000908_T10_152502.aif,L,L
186.0327877235,RSL20000908_T10_152502.aif,K,K
188.29255560450002,RSL20000908_T10_152502.aif,D,D
193.1879649005,RSL20000908_T10_152502.aif,D,D
194.6058695375,RSL20000908_T10_152502.aif,K,K
194.9425870285,RSL20000908_T10_152502.aif,J,J
195.3529614715,RSL20000908_T10_152502.aif,L,L
195.852776498,RSL20000908_T10_152502.aif,Q,Q
196.4052036325,RSL20000908_T10_152502.aif,K,K
197.883603868,RSL20000908_T10_152502.aif,D,D
198.7940185355,RSL20000908_T10_152502.aif,K,K
199.320139616,RSL20000908_T10_152502.aif,J,J
199.7778649565,RSL20000908_T10_152502.aif,L,L
200.60913626299998,RSL20000908_T10_152502.aif,Q,Q
201.3509669865,RSL20000908_T10_152502.aif,K,K
202.2185712675,RSL20000908_T10_152502.aif,D,D
203.2440118725,RSL20000908_T10_152502.aif,K,K
203.5649457315,RSL20000908_T10_152502.aif,J,J
203.8911408015,RSL20000908_T10_152502.aif,L,L
204.9907338595,RSL20000908_T10_152502.aif,K,K
205.685213686,RSL20000908_T10_152502.aif,L,L
206.316558982,RSL20000908_T10_152502.aif,K,K
206.6637988955,RSL20000908_T10_152502.aif,J,J
209.5666506965,RSL20000908_T10_152502.aif,M,M
214.495119502,RSL20000908_T10_152502.aif,M,M
215.99982579200002,RSL20000908_T10_152502.aif,K,K
216.3102372295,RSL20000908_T10_152502.aif,J,J
216.67852198600002,RSL20000908_T10_152502.aif,L,L
217.5963168815,RSL20000908_T10_152502.aif,L,L
219.316732814,RSL20000908_T10_152502.aif,M,M
220.81091668300002,RSL20000908_T10_152502.aif,K,K
221.1792014395,RSL20000908_T10_152502.aif,L,L
221.58431467100002,RSL20000908_T10_152502.aif,L,L
222.452414454,RSL20000908_T10_152502.aif,L,L
223.99921043,RSL20000908_T10_152502.aif,M,M
225.43852414100002,RSL20000908_T10_152502.aif,K,K
225.717368313,RSL20000908_T10_152502.aif,J,J
226.101436702,RSL20000908_T10_152502.aif,L,L
227.2746867115,RSL20000908_T10_152502.aif,L,L
228.10069680750001,RSL20000908_T10_152502.aif,L,L
228.795176634,RSL20000908_T10_152502.aif,L,L
231.0680197015,RSL20000908_T10_152502.aif,M,M
236.13006827750002,RSL20000908_T10_152502.aif,M,M
238.839591842,RSL20000908_T10_152502.aif,P,P
239.618251041,RSL20000908_T10_152502.aif,P,P
241.6806456765,RSL20000908_T10_152502.aif,M,M
243.9385197385,RSL20000908_T10_152502.aif,P,P
246.7427450975,RSL20000908_T10_152502.aif,P,P
248.458733119,RSL20000908_T10_152502.aif,P,P
249.232131107,RSL20000908_T10_152502.aif,P,P
252.45725333000001,RSL20000908_T10_152502.aif,M,M
257.54989684,RSL20000908_T10_152502.aif,M,M
260.60146862199997,RSL20000908_T10_152502.aif,P,P
261.63266594000004,RSL20000908_T10_152502.aif,P,P
264.158567039,RSL20000908_T10_152502.aif,P,P
265.284466151,RSL20000908_T10_152502.aif,P,P
267.6414885915,RSL20000908_T10_152502.aif,P,P
269.33604886700004,RSL20000908_T10_152502.aif,P,P
270.1778425955,RSL20000908_T10_152502.aif,P,P
272.99259037549996,RSL20000908_T10_152502.aif,M,M
277.66944255,RSL20000908_T10_152502.aif,M,M
280.9795587735,RSL20000908_T10_152502.aif,P,P
284.6361002825,RSL20000908_T10_152502.aif,P,P
288.1453278885,RSL20000908_T10_152502.aif,P,P
293.9008839595,RSL20000908_T10_152502.aif,M,M
298.693847002,RSL20000908_T10_152502.aif,M,M
2.9761902695,RSL20000908_T10_142502.aif,I,I
5.1636901175,RSL20000908_T10_142502.aif,I,I
8.9136898575,RSL20000908_T10_142502.aif,E,E
11.547618245999999,RSL20000908_T10_142502.aif,F,F
14.345237099,RSL20000908_T10_142502.aif,E,E
16.6666655095,RSL20000908_T10_142502.aif,F,F
20.6696414215,RSL20000908_T10_142502.aif,I,I
22.7232127075,RSL20000908_T10_142502.aif,I,I
26.4094567275,RSL20000908_T10_142502.aif,E,E
29.125980847,RSL20000908_T10_142502.aif,G,G
32.0055139605,RSL20000908_T10_142502.aif,E,E
34.498004284000004,RSL20000908_T10_142502.aif,G,G
38.637775955500004,RSL20000908_T10_142502.aif,I,I
40.929442463,RSL20000908_T10_142502.aif,I,I
44.87289457,RSL20000908_T10_142502.aif,E,E
47.65563247199999,RSL20000908_T10_142502.aif,G,G
50.483013228,RSL20000908_T10_142502.aif,E,E
52.596108319500004,RSL20000908_T10_142502.aif,G,G
54.947298632,RSL20000908_T10_142502.aif,E,E
56.822298502,RSL20000908_T10_142502.aif,G,G
60.64151476,RSL20000908_T10_142502.aif,I,I
62.84389556,RSL20000908_T10_142502.aif,I,I
66.787347667,RSL20000908_T10_142502.aif,E,E
69.4659189095,RSL20000908_T10_142502.aif,G,G
72.3825853735,RSL20000908_T10_142502.aif,E,E
74.465918562,RSL20000908_T10_142502.aif,G,G
76.8766326805,RSL20000908_T10_142502.aif,E,E
78.76651350200001,RSL20000908_T10_142502.aif,G,G
82.63883718299999,RSL20000908_T10_142502.aif,I,I
84.8263370315,RSL20000908_T10_142502.aif,I,I
88.62097962499999,RSL20000908_T10_142502.aif,E,E
91.2697889645,RSL20000908_T10_142502.aif,G,G
93.8888364015,RSL20000908_T10_142502.aif,E,E
95.8828838825,RSL20000908_T10_142502.aif,G,G
98.100145633,RSL20000908_T10_142502.aif,E,E
100.094193114,RSL20000908_T10_142502.aif,G,G
104.239693409,RSL20000908_T10_142502.aif,I,I
106.21885993800001,RSL20000908_T10_142502.aif,I,I
