fn,label,dur,fs,label_prefilter,pos
Audio S200_growl.wav,growl,0.84115625,96000,growl,0.420578125
Audio S195_growl.wav,growl,1.1718958333333334,96000,growl,0.5859479166666667
Audio S214_hah.wav,hah,0.4772604166666667,96000,hah,0.23863020833333334
Audio S453_low whistle.wav,,0.5797708333333333,96000,low whistle,0.2898854166666667
Audio S246_hum.wav,hum,1.11953125,96000,hum,0.559765625
Audio S446_Distress call 1.wav,,0.81990625,96000,Distress call 1,0.409953125
Audio S264_hum gradation.wav,hum gradation,0.60753125,96000,hum gradation,0.303765625
Audio S245_hum.wav,hum,0.9070833333333334,96000,hum,0.4535416666666667
Audio S262_hum gradation.wav,hum gradation,1.56315625,96000,hum gradation,0.781578125
Audio S049_begging scream.wav,begging scream,1.11934375,96000,begging scream,0.559671875
Audio S439_whistle double.wav,whistle double,0.5083854166666667,96000,whistle double,0.25419270833333335
Audio S047_begging scream.wav,begging scream,1.6799791666666666,96000,begging scream,0.8399895833333333
Audio S278_hum short.wav,,0.5841979166666667,96000,hum short,0.2920989583333333
Audio S270_hum gradation.wav,hum gradation,1.7332916666666667,48000,hum gradation,0.8666458333333333
Audio S251_hum gradation.wav,hum gradation,2.1746041666666667,96000,hum gradation,1.0873020833333333
Audio S124_contact call.wav,contact call,0.4964791666666667,96000,contact call,0.24823958333333335
Audio S076_begging scream gradation.wav,begging scream gradation,0.93015625,96000,begging scream gradation,0.465078125
Audio S276_hum gradation.wav,hum gradation,0.8059270833333333,96000,hum gradation,0.40296354166666665
Audio S131_contact call.wav,contact call,0.6023854166666667,96000,contact call,0.30119270833333334
Audio S023_begging call.wav,begging call,0.9171666666666667,96000,begging call,0.45858333333333334
Audio S427_whistle.wav,whistle,0.3597916666666667,96000,whistle,0.17989583333333334
Audio S110_close call.wav,close call,0.4495208333333333,96000,close call,0.22476041666666666
Audio S431_whistle double.wav,whistle double,1.0809895833333334,96000,whistle double,0.5404947916666667
Audio S185_growl.wav,growl,1.8392604166666666,96000,growl,0.9196302083333333
Audio S091_begging scream gradation.wav,begging scream gradation,0.9083541666666667,96000,begging scream gradation,0.45417708333333334
Audio S170_contact call gradation.wav,contact call gradation,0.3389375,96000,contact call gradation,0.16946875
Audio S052_begging scream.wav,begging scream,0.67940625,96000,begging scream,0.339703125
Audio S075_begging scream gradation.wav,begging scream gradation,0.7292708333333333,96000,begging scream gradation,0.36463541666666666
Audio S071_begging scream.wav,begging scream,0.8291875,96000,begging scream,0.41459375
Audio S143_contact call.wav,contact call,0.3897395833333333,96000,contact call,0.19486979166666665
Audio S181_growl.wav,growl,1.0313229166666666,96000,growl,0.5156614583333333
Audio S204_hah.wav,hah,0.37397916666666664,96000,hah,0.18698958333333332
Audio S099_begging scream gradation.wav,begging scream gradation,0.8994166666666666,96000,begging scream gradation,0.4497083333333333
Audio S362_suckling call.wav,suckling call,0.47628125,96000,suckling call,0.238140625
Audio S377_underwater call.wav,,0.7306666666666667,48000,underwater call,0.36533333333333334
Audio S114_close call.wav,close call,0.40625,96000,close call,0.203125
Audio S229_hum.wav,hum,0.42509375,96000,hum,0.212546875
Audio S035_begging call.wav,begging call,0.4399895833333333,96000,begging call,0.21999479166666666
Audio S420_whistle.wav,whistle,0.37166666666666665,96000,whistle,0.18583333333333332
Audio S187_growl.wav,growl,1.8121041666666666,96000,growl,0.9060520833333333
Audio S208_hah.wav,hah,0.47403125,96000,hah,0.237015625
Audio S449_hum gradation like.wav,,0.7703125,96000,hum gradation like,0.38515625
Audio S444_contact call like.wav,,1.2985104166666666,96000,contact call like,0.6492552083333333
Audio S224_hum.wav,hum,0.8786666666666667,96000,hum,0.43933333333333335
Audio S331_snort.wav,snort,0.33979166666666666,96000,snort,0.16989583333333333
Audio S220_hum.wav,hum,0.5284895833333333,96000,hum,0.26424479166666665
Audio S019_bark.wav,bark,0.4633541666666667,96000,bark,0.23167708333333334
Audio S341_snort.wav,snort,0.3759166666666667,96000,snort,0.18795833333333334
Audio S408_whine.wav,whine,1.5504791666666666,96000,whine,0.7752395833333333
Audio S069_begging scream.wav,begging scream,0.9978125,96000,begging scream,0.49890625
Audio S227_hum.wav,hum,0.6324479166666667,96000,hum,0.31622395833333333
Audio S068_begging scream.wav,begging scream,0.9822708333333333,96000,begging scream,0.49113541666666666
Audio S174_growl.wav,growl,1.3874791666666666,96000,growl,0.6937395833333333
Audio S039_begging call.wav,begging call,0.5996770833333334,96000,begging call,0.2998385416666667
Audio S058_begging scream.wav,begging scream,1.5971770833333334,96000,begging scream,0.7985885416666667
Audio S250_hum gradation.wav,hum gradation,1.0218958333333332,96000,hum gradation,0.5109479166666666
Audio S070_begging scream.wav,begging scream,0.7390104166666667,96000,begging scream,0.36950520833333333
Audio S367_suckling call.wav,suckling call,0.7672395833333333,96000,suckling call,0.38361979166666665
Audio S136_contact call.wav,contact call,0.5061145833333334,96000,contact call,0.2530572916666667
Audio S109_close call.wav,close call,0.44945833333333335,96000,close call,0.22472916666666667
Audio S182_growl.wav,growl,1.1105416666666668,96000,growl,0.5552708333333334
Audio S414_whistle.wav,whistle,0.37975,96000,whistle,0.189875
Audio S165_contact call gradation.wav,contact call gradation,0.35475,96000,contact call gradation,0.177375
Audio S334_snort.wav,snort,0.4069375,48000,snort,0.20346875
Audio S007_bark.wav,bark,0.359125,96000,bark,0.1795625
Audio S140_contact call.wav,contact call,0.5404166666666667,96000,contact call,0.27020833333333333
Audio S422_whistle.wav,whistle,0.60175,96000,whistle,0.300875
Audio S138_contact call.wav,contact call,0.5100104166666667,96000,contact call,0.25500520833333334
Audio S274_hum gradation.wav,hum gradation,1.2308958333333333,96000,hum gradation,0.6154479166666667
Audio S438_whistle double.wav,whistle double,0.654,96000,whistle double,0.327
Audio S041_begging call.wav,begging call,0.48563541666666665,96000,begging call,0.24281770833333333
Audio S040_begging call.wav,begging call,0.5944895833333333,96000,begging call,0.2972447916666667
Audio S186_growl.wav,growl,0.9104895833333333,96000,growl,0.45524479166666665
Audio S433_whistle double.wav,whistle double,0.9993541666666667,96000,whistle double,0.4996770833333333
Audio S106_close call.wav,close call,0.3995,96000,close call,0.19975
Audio S428_whistle.wav,whistle,0.42428125,96000,whistle,0.212140625
Audio S189_growl.wav,growl,1.6926145833333333,96000,growl,0.8463072916666666
Audio S413_whistle.wav,whistle,0.4607604166666667,96000,whistle,0.23038020833333334
Audio S219_hum.wav,hum,0.6797395833333333,96000,hum,0.33986979166666664
Audio S117_contact call.wav,contact call,0.5614375,96000,contact call,0.28071875
Audio S037_begging call.wav,begging call,0.5460833333333334,96000,begging call,0.2730416666666667
Audio S017_bark.wav,bark,0.5095625,96000,bark,0.25478125
Audio S085_begging scream gradation.wav,begging scream gradation,0.7379895833333333,96000,begging scream gradation,0.36899479166666665
Audio S437_whistle double.wav,whistle double,0.7593333333333333,96000,whistle double,0.37966666666666665
Audio S406_whine.wav,whine,1.449625,96000,whine,0.7248125
Audio S026_begging call.wav,begging call,0.4643541666666667,96000,begging call,0.23217708333333334
Audio S008_bark.wav,bark,0.32177083333333334,96000,bark,0.16088541666666667
Audio S379_underwater call.wav,,1.8987083333333334,48000,underwater call,0.9493541666666667
Audio S282_hum short.wav,,0.911625,96000,hum short,0.4558125
Audio S061_begging scream.wav,begging scream,1.5127916666666668,96000,begging scream,0.7563958333333334
Audio S148_contact call gradation.wav,contact call gradation,0.4106666666666667,96000,contact call gradation,0.20533333333333334
Audio S177_growl.wav,growl,1.7182708333333334,96000,growl,0.8591354166666667
Audio S059_begging scream.wav,begging scream,1.1197916666666667,96000,begging scream,0.5598958333333334
Audio S210_hah.wav,hah,0.41459375,96000,hah,0.207296875
Audio S014_bark.wav,bark,0.64034375,96000,bark,0.320171875
Audio S375_underwater call.wav,,0.6740833333333334,48000,underwater call,0.3370416666666667
Audio S067_begging scream.wav,begging scream,0.8484270833333334,96000,begging scream,0.4242135416666667
Audio S345_snort.wav,snort,0.59884375,96000,snort,0.299421875
Audio S320_Ascending scream.wav,Ascending scream,0.89853125,96000,Ascending scream,0.449265625
Audio S281_hum short.wav,,0.59221875,96000,hum short,0.296109375
Audio S310_Ascending scream.wav,Ascending scream,0.7301458333333334,96000,Ascending scream,0.3650729166666667
Audio S080_begging scream gradation.wav,begging scream gradation,1.2221666666666666,96000,begging scream gradation,0.6110833333333333
Audio S266_hum gradation.wav,hum gradation,1.3522708333333333,48000,hum gradation,0.6761354166666667
Audio S315_Ascending scream.wav,Ascending scream,0.72634375,96000,Ascending scream,0.363171875
Audio S011_bark.wav,bark,0.39921875,96000,bark,0.199609375
Audio S169_contact call gradation.wav,contact call gradation,0.42532291666666666,96000,contact call gradation,0.21266145833333333
Audio S094_begging scream gradation.wav,begging scream gradation,0.9292604166666667,96000,begging scream gradation,0.46463020833333335
Audio S046_begging scream.wav,begging scream,1.69921875,96000,begging scream,0.849609375
Audio S253_hum gradation.wav,hum gradation,1.771,48000,hum gradation,0.8855
Audio S404_whine.wav,whine,1.0105208333333333,96000,whine,0.5052604166666667
Audio S416_whistle.wav,whistle,0.3948229166666667,96000,whistle,0.19741145833333335
Audio S003_bark.wav,bark,0.35079166666666667,96000,bark,0.17539583333333333
Audio S359_suckling call.wav,suckling call,1.3748333333333334,96000,suckling call,0.6874166666666667
Audio S199_growl.wav,growl,3.7751354166666666,96000,growl,1.8875677083333333
Audio S412_whistle.wav,whistle,0.5697083333333334,96000,whistle,0.2848541666666667
Audio S015_bark.wav,bark,0.46990625,96000,bark,0.234953125
Audio S441_whistle double.wav,whistle double,0.60053125,96000,whistle double,0.300265625
Audio S451_high whistle.wav,,0.5126458333333334,96000,high whistle,0.2563229166666667
Audio S175_growl.wav,growl,1.13896875,96000,growl,0.569484375
Audio S001_bark.wav,bark,0.36935416666666665,96000,bark,0.18467708333333333
Audio S381_wavering scream.wav,wavering scream,3.000208333333333,96000,wavering scream,1.5001041666666666
Audio S450_suckling call.wav,suckling call,1.0987916666666666,96000,suckling call,0.5493958333333333
Audio S360_suckling call.wav,suckling call,0.5353854166666666,96000,suckling call,0.2676927083333333
Audio S089_begging scream gradation.wav,begging scream gradation,0.74825,96000,begging scream gradation,0.374125
Audio S010_bark.wav,bark,0.4928854166666667,96000,bark,0.24644270833333334
Audio S410_whine.wav,whine,1.080125,96000,whine,0.5400625
Audio S236_hum.wav,hum,1.1048125,96000,hum,0.55240625
Audio S322_Ascending scream.wav,Ascending scream,0.6197083333333333,96000,Ascending scream,0.30985416666666665
Audio S240_hum.wav,hum,0.66040625,96000,hum,0.330203125
Audio S293_isolation call.wav,isolation call,1.1082708333333333,96000,isolation call,0.5541354166666667
Audio S332_snort.wav,snort,0.34933333333333333,96000,snort,0.17466666666666666
Audio S280_hum short.wav,,0.42053125,96000,hum short,0.210265625
Audio S002_bark.wav,bark,0.4190729166666667,96000,bark,0.20953645833333334
Audio S316_Ascending scream.wav,Ascending scream,0.7095520833333333,96000,Ascending scream,0.35477604166666665
Audio S440_whistle double.wav,whistle double,0.460375,96000,whistle double,0.2301875
Audio S348_snort.wav,snort,0.35975,48000,snort,0.179875
Audio S357_snort.wav,snort,0.39670833333333333,96000,snort,0.19835416666666666
Audio S119_contact call.wav,contact call,0.6730520833333333,96000,contact call,0.33652604166666666
Audio S329_snort.wav,snort,0.36454166666666665,96000,snort,0.18227083333333333
Audio S398_whine.wav,whine,0.6513229166666666,96000,whine,0.3256614583333333
Audio S318_Ascending scream.wav,Ascending scream,0.8588645833333334,96000,Ascending scream,0.4294322916666667
Audio S031_begging call.wav,begging call,0.46917708333333336,96000,begging call,0.23458854166666668
Audio S171_contact call gradation.wav,contact call gradation,0.37405208333333334,96000,contact call gradation,0.18702604166666667
Audio S426_whistle.wav,whistle,0.36941666666666667,96000,whistle,0.18470833333333334
Audio S340_snort.wav,snort,0.3265104166666667,96000,snort,0.16325520833333335
Audio S111_close call.wav,close call,0.449125,96000,close call,0.2245625
Audio S237_hum.wav,hum,0.9070833333333334,96000,hum,0.4535416666666667
Audio S305_Ascending scream.wav,Ascending scream,2.4930104166666665,96000,Ascending scream,1.2465052083333332
Audio S150_contact call gradation.wav,contact call gradation,0.50015625,96000,contact call gradation,0.250078125
Audio S230_hum.wav,hum,0.5672083333333333,96000,hum,0.28360416666666666
Audio S421_whistle.wav,whistle,0.4493020833333333,96000,whistle,0.22465104166666666
Audio S050_begging scream.wav,begging scream,1.55409375,96000,begging scream,0.777046875
Audio S361_suckling call.wav,suckling call,0.36033333333333334,96000,suckling call,0.18016666666666667
Audio S261_hum gradation.wav,hum gradation,1.1759166666666667,96000,hum gradation,0.5879583333333334
Audio S153_contact call gradation.wav,contact call gradation,0.7388541666666667,96000,contact call gradation,0.36942708333333335
Audio S339_snort.wav,snort,0.33782291666666664,96000,snort,0.16891145833333332
Audio S190_growl.wav,growl,2.10353125,96000,growl,1.051765625
Audio S164_contact call gradation.wav,contact call gradation,0.33770833333333333,96000,contact call gradation,0.16885416666666667
Audio S141_contact call.wav,contact call,0.6104375,96000,contact call,0.30521875
Audio S134_contact call.wav,contact call,0.6957916666666667,96000,contact call,0.34789583333333335
Audio S336_snort.wav,snort,0.4546875,96000,snort,0.22734375
Audio S006_bark.wav,bark,0.34952083333333334,96000,bark,0.17476041666666667
Audio S448_hum like.wav,,0.9596770833333333,96000,hum like,0.4798385416666667
Audio S096_begging scream gradation.wav,begging scream gradation,0.950125,96000,begging scream gradation,0.4750625
Audio S215_hah.wav,hah,0.47511458333333334,96000,hah,0.23755729166666667
Audio S232_hum.wav,hum,0.452625,96000,hum,0.2263125
Audio S351_snort.wav,snort,0.49827083333333333,48000,snort,0.24913541666666666
Audio S029_begging call.wav,begging call,0.5169895833333333,96000,begging call,0.25849479166666667
Audio S120_contact call.wav,contact call,0.6379479166666666,96000,contact call,0.3189739583333333
Audio S389_wavering scream.wav,wavering scream,1.6347604166666667,96000,wavering scream,0.8173802083333334
Audio S024_begging call.wav,begging call,0.5413854166666666,96000,begging call,0.2706927083333333
Audio S212_hah.wav,hah,0.32847916666666666,96000,hah,0.16423958333333333
Audio S125_contact call.wav,contact call,0.5496041666666667,96000,contact call,0.27480208333333334
Audio S101_begging scream gradation.wav,begging scream gradation,0.59965625,96000,begging scream gradation,0.299828125
Audio S432_whistle double.wav,whistle double,0.7732083333333334,96000,whistle double,0.3866041666666667
Audio S294_isolation call.wav,isolation call,1.0647604166666667,96000,isolation call,0.5323802083333333
Audio S400_whine.wav,whine,1.0684895833333334,96000,whine,0.5342447916666667
Audio S127_contact call.wav,contact call,0.5798958333333334,96000,contact call,0.2899479166666667
Audio S372_underwater call.wav,,0.7002083333333333,48000,underwater call,0.35010416666666666
Audio S132_contact call.wav,contact call,0.5919583333333334,96000,contact call,0.2959791666666667
Audio S009_bark.wav,bark,0.44978125,96000,bark,0.224890625
Audio S279_hum short.wav,,0.40011458333333333,96000,hum short,0.20005729166666666
Audio S418_whistle.wav,whistle,0.40045833333333336,96000,whistle,0.20022916666666668
Audio S343_snort.wav,snort,0.3392395833333333,96000,snort,0.16961979166666666
Audio S354_snort.wav,snort,0.4360625,48000,snort,0.21803125
Audio S192_growl.wav,growl,1.4431041666666666,48000,growl,0.7215520833333333
Audio S173_growl.wav,growl,0.9602916666666667,96000,growl,0.4801458333333333
Audio S166_contact call gradation.wav,contact call gradation,0.3377395833333333,96000,contact call gradation,0.16886979166666666
Audio S405_whine.wav,whine,0.61025,96000,whine,0.305125
Audio S032_begging call.wav,begging call,0.4554166666666667,96000,begging call,0.22770833333333335
Audio S116_contact call.wav,contact call,0.5359895833333334,96000,contact call,0.2679947916666667
Audio S380_wavering scream.wav,wavering scream,2.298208333333333,96000,wavering scream,1.1491041666666666
Audio S326_Ascending scream.wav,Ascending scream,0.9002604166666667,96000,Ascending scream,0.45013020833333334
Audio S205_hah.wav,hah,0.369,96000,hah,0.1845
Audio S209_hah.wav,hah,0.41148958333333335,96000,hah,0.20574479166666668
Audio S397_whine.wav,whine,0.5415625,48000,whine,0.27078125
Audio S235_hum.wav,hum,0.5387916666666667,96000,hum,0.26939583333333333
Audio S102_begging scream gradation.wav,begging scream gradation,0.699375,96000,begging scream gradation,0.3496875
Audio S090_begging scream gradation.wav,begging scream gradation,0.8652604166666666,96000,begging scream gradation,0.4326302083333333
Audio S054_begging scream.wav,begging scream,0.9718854166666666,96000,begging scream,0.4859427083333333
Audio S228_hum.wav,hum,0.7917604166666666,96000,hum,0.3958802083333333
Audio S144_contact call.wav,contact call,0.5599479166666667,96000,contact call,0.27997395833333333
Audio S060_begging scream.wav,begging scream,1.4492395833333334,96000,begging scream,0.7246197916666667
Audio S349_snort.wav,snort,0.3601666666666667,48000,snort,0.18008333333333335
Audio S373_underwater call.wav,,1.1401041666666667,48000,underwater call,0.5700520833333333
Audio S248_hum gradation.wav,hum gradation,1.104875,96000,hum gradation,0.5524375
Audio S292_isolation call.wav,isolation call,1.6977708333333332,48000,isolation call,0.8488854166666666
Audio S302_Ascending scream.wav,Ascending scream,0.5822604166666666,96000,Ascending scream,0.2911302083333333
Audio S346_snort.wav,snort,0.37926041666666666,96000,snort,0.18963020833333333
